Store Name,Store Location,Address,City,State,Zip Code,Latitude,Longitude,County
Port Huron,SEC 24th St & Keewahdin,4300 24th Ave,Fort Gratiot,MI,48059-3806,43.0340745,-82.4526788,St Clair County
Ann Arbor,SWC I-94 & Ann Arbor Saline,2000 Waters Rd,Ann Arbor,MI,48103-8999,42.2438186,-83.7698883,Washtenaw County
North Spokane,SEC E Hawthorne & Hwy 2,9770 N Newport Hwy,Spokane,WA,99218-1249,47.7473763,-117.3999614,Spokane County
West Seattle,NWC SW Barton St & 26th Ave SW,2800 SW Barton St,Seattle,WA,98126-3975,47.5222572,-122.3687536,King County
West Boca Raton,NWC Hwy 441/7 & Palmetto Park,21637 State Road 7,Boca Raton,FL,33428-1843,26.3552768,-80.2051127,Palm Beach County
Mesa East,NEC Superstition Frwy & Power,1525 S Power Rd,Mesa,AZ,85206-3707,33.3883492,-111.6830024,Maricopa County
Merced,NWC Fairfield Dr &,3280 R St,Merced,CA,95348-1954,37.3228495,-120.4848506,Merced County
Delray Beach,SEC I-95 & Linton Blvd,1200 Linton Blvd,Delray Beach,FL,33444-1115,26.4370841,-80.0851471,Palm Beach County
Apple Valley,SEC Cedar Ave & 150th St,15150 Cedar Ave,Apple Valley,MN,55124-7056,44.7292156,-93.2137413,Dakota County
Regency,NWC Regency Sq & Monument Rd,444 Monument Rd,Jacksonville,FL,32225-6429,30.3293431,-81.5481499,Duval County
Altamonte Springs,SEC Semoran Dr & Forest City,886 W State Road 436,Altamonte Springs,FL,32714-3006,28.6625357,-81.4180516,Seminole County
East Colonial,NWC Maguire Blvd & E Colonial,718 Maguire Blvd,Orlando,FL,32803-3706,28.5557128,-81.3450742,Orange County
Orlando South,SEC Sand Lake Rd & Golden Sky Ln,880 Sand Lake Rd,Orlando,FL,32809-7710,28.4496054,-81.3912566,Orange County
Boot Ranch,NWC Hwy 584 & East Lake,900 E Lake Rd,Palm Harbor,FL,34685-2430,28.0634006,-82.7076828,Pinellas County
Largo,SEC Ulmerton Rd & Seminole Blvd,10500 Ulmerton Rd,Largo,FL,33771-3544,27.8922799,-82.7854205,Pinellas County
North Dale Mabry,NWC Dale Mabry Hwy & Ehrlich,15240 N Dale Mabry Hwy,Tampa,FL,33618-1809,28.0891267,-82.5052781,Hillsborough County
University Plaza,NWC Fletcher Ave & 30th St,13658 University Plaza St,Tampa,FL,33613-4649,28.0720124,-82.4278292,Hillsborough County
Bemidji,SEC Mdl Scl A & Paul Bunyan Dr,2100 Paul Bunyan Dr NW,Bemidji,MN,56601-5645,47.49317,-94.9102503,Beltrami County
Moorhead,SWC US 10 E Moorhead & 32nd St,3301 Highway 10 E,Moorhead,MN,56560-2516,46.8764255,-96.7267246,Clay County
Brainerd,NEC Hwy 371 & Design Dr,14546 Dellwood Dr N,Baxter,MN,56425-9744,46.3632813,-94.2412564,Crow Wing County
Fontana,SEC Sierra & I-10,16964 Slover Ave,Fontana,CA,92337-7556,34.06543,-117.4342971,San Bernardino County
Willmar,SEC 19th Ave & 1st St,2505 1st St S,Willmar,MN,56201-4215,45.0980918,-95.0407494,Kandiyohi County
Cottage Grove,NEC Hwy 61 & Jamaica,8655 E Point Douglas Rd S,Cottage Grove,MN,55016-4035,44.8147971,-92.9301834,Washington County
Mankato,SWC Hwy 14 & Hwy 22,1850 Adams St,Mankato,MN,56001-4864,44.1729626,-93.9535766,Blue Earth County
Plymouth,NEC Co Rd 9 & I-494,4175 Vinewood Ln N,Plymouth,MN,55442-2624,45.031779,-93.450697,Hennepin County
Sarasota,NEC US 41 & Marbeth,8401 S Tamiami Trl,Sarasota,FL,34238-2927,27.2285462,-82.4925682,Sarasota County
Columbus NW,NEC Sawmill & Tuller Pkwy,6000 Sawmill Rd,Dublin,OH,43017-1626,40.0898448,-83.0892475,Franklin County
Southside,NEC Southside & Deercreek Club,9041 Southside Blvd,Jacksonville,FL,32256-5484,30.1922734,-81.549864,Duval County
Springfield,SWC Veterans Pkwy & Lindbergh,3445 Freedom Dr,Springfield,IL,62704-6517,39.749719,-89.7108465,Sangamon County
Traverse City,NEC US 31 S. & Airport Rd,3130 S Airport Rd W,Traverse City,MI,49684-8995,44.7258148,-85.6374687,Grand Traverse County
Midland,NEC Eastman Rd & US 10,6820 Eastman Ave,Midland,MI,48642-7805,43.6576229,-84.2471662,Midland County
Jackson,SWC I-94 & Hwy 127,1076 Jackson Xing,Jackson,MI,49202-2039,42.2670278,-84.4262076,Jackson County
Marion,NWC Hwy 13 & Williamson Co Pkwy,3000 W Deyoung St,Marion,IL,62959-5553,37.7483665,-88.9778958,Williamson County
Fairfield,SWC Cadenasso St & Beck Ave,2059 Cadenasso Dr,Fairfield,CA,94533-6806,38.2464265,-122.0688456,Solano County
Salinas,SEC San Juan Grande & N Main,1640 N Main St,Salinas,CA,93906-5102,36.7140656,-121.6524333,Monterey County
Anaheim Hills,SWC E Santa Ana Canyon & Roosevelt,8148 E Santa Ana Canyon Rd,Anaheim,CA,92808-1105,33.8653728,-117.7471019,Orange County
Coeur d'Alene,NEC Hwy 95 & Canfield Rd,315 W Canfield Ave,Coeur d'Alene,ID,83815-7750,47.7350894,-116.7914508,Kootenai County
Henderson,NWC Stephanie & Sunset,605 N Stephanie St,Henderson,NV,89014-2612,36.0646849,-115.048241,Clark County
Kent,SWC 104th Ave & SE 260th St,26301 104th Ave SE,Kent,WA,98030-7649,47.3663846,-122.203265,King County
Germantown,SEC Hwy 72 & Forest Hill-Irene,9235 Poplar Ave,Germantown,TN,38138-7903,35.0648452,-89.7555,Shelby County
Woodlands,NWC Lake Woodlands Dr & I-45,1100 Lake Woodlands Dr,The Woodlands,TX,77380-3221,30.16982,-95.4536808,Montgomery County
Palmdale,SEC Ave,39440 10th St W,Palmdale,CA,93551-3747,34.5997867,-118.1462925,Los Angeles County
Pensacola,SWC Bayou Blvd & Askew Dr,4711 Bayou Blvd,Pensacola,FL,32503-2607,30.4684724,-87.2087375,Escambia County
Gainesville,NEC SW Archer Rd & Hwy 75,3970 SW Archer Rd,Gainesville,FL,32608-2342,29.6211973,-82.3842342,Alachua County
Daytona Beach,NEC Williamson & Volusia Dr,2380 W International Speedway Blvd,Daytona Beach,FL,32114-1116,29.1839244,-81.0800694,Volusia County
Melbourne,NEC New Haven Ave & Dayton Blvd,2750 W New Haven Ave,Melbourne Village,FL,32904-3706,28.0803942,-80.6654944,Brevard County
Port Charlotte,SEC Rte 776 & US 41,1400A Tamiami Trl,Port Charlotte,FL,33948-1004,27.013019,-82.1421002,Charlotte County
Novato,SEC Hwy 101 & E Rowland Blvd,200 Vintage Way,Novato,CA,94945-5005,38.0902263,-122.5528469,Marin County
Brooklyn Park,SWC Broadway & 77th Blvd,7535 W Broadway Ave,Brooklyn Park,MN,55428-1287,45.0909266,-93.3785887,Hennepin County
Woodbury,NEC I-494 & Valley Creek Rd,7200 Valley Creek Plz,Woodbury,MN,55125-2265,44.9266581,-92.9589959,Washington County
Cool Springs,SWC Moores Lane & I-65,1701 Galleria Blvd,Franklin,TN,37067-1602,35.9660895,-86.8127669,Williamson County
Burlington,NEC Gilkey Rd & I-5,199 Cascade Mall Dr,Burlington,WA,98233-3251,48.4658017,-122.3389694,Skagit County
Twin Falls,SWC Blue Lakes & Pole Line,1611 Blue Lakes Blvd N,Twin Falls,ID,83301-3374,42.5912036,-114.4634832,Twin Falls County
Oro Valley,SWC Oracle (Rte 77) & 1st Ave,10555 N Oracle Rd,Oro Valley,AZ,85737-9353,32.3991424,-110.9601621,Pima County
Highland,NEC 53rd Ave & US 41,10451 Indianapolis Blvd,Highland,IN,46322-3511,41.5242801,-87.4681352,Lake County
Cicero,SEC Cicero & 26th,2901 S Cicero Ave,Cicero,IL,60804-3637,41.8396687,-87.7411577,Cook County
Edwardsville,NEC Hwy 159 & Goshen Rd,2350 Troy Rd,Edwardsville,IL,62025-2584,38.7831926,-89.9484513,Madison County
Albany,NEC Dawson Rd & N Westover B,2721 Dawson Rd,Albany,GA,31707-1672,31.6217583,-84.2249829,Dougherty County
Sierra Vista,NEC Hwy 90 & Hwy 92,4151 E Highway 90,Sierra Vista,AZ,85635-2425,31.5562659,-110.2557286,Cochise County
Norco,SWC Hamner Ave & 1st St,1290 Hamner Ave,Norco,CA,92860-3117,33.900267,-117.5647812,Riverside County
Pinole,NEC I-80 & Atlas Rd,1400 Fitzgerald Dr,Pinole,CA,94564-2250,37.9875504,-122.3090207,Contra Costa County
Tracy,NWC I-205 & Grant Line Rd,2800 Naglee Rd,Tracy,CA,95304-7307,37.7574334,-121.457972,San Joaquin County
S Colorado Springs,SWC Lake Ave & Cheyenne Mtn Blvd,1630 E Cheyenne Mountain Blvd,Colorado Springs,CO,80906-4050,38.7923798,-104.8017387,El Paso County
Mary Esther,NWC Mary Esther Cutoff & US 98,250 E Miracle Strip Pkwy,Mary Esther,FL,32569-1924,30.4110031,-86.6592856,Okaloosa County
Kendall,NEC Kendall & S Hammocks Blvd,15005 SW 88th St,Miami,FL,33196-1314,25.6856162,-80.4377348,Miami-Dade County
Lawrenceville,NWC Rt 120 & 317,875 Lawrenceville Suwanee Rd,Lawrenceville,GA,30043-8479,33.9684108,-84.0175755,Gwinnett County
Riverwood,SEC State Bridg & Medlock Brid,5950 State Bridge Rd,Duluth,GA,30097-6438,34.0144235,-84.1888597,Fulton County
Valdosta,NEC Norman & St Augustine(.5 mi N),1815 Norman Dr,Valdosta,GA,31601-3502,30.8431388,-83.3160098,Lowndes County
Vadnais Heights,NWC I-35E & CR E,975 County Road E,Vadnais Heights,MN,55127-7114,45.0526758,-93.0601751,Ramsey County
Jefferson City,SEC Stadium & Missouri,735 W Stadium Blvd,Jefferson City,MO,65109-4753,38.5791156,-92.2136742,Cole County
Palatine,SEC Dundee Road & Hicks Rd,679 E Dundee Rd,Palatine,IL,60074-2817,42.1371253,-88.0271085,Cook County
North Jackson,SWC I-55 & East County Line Rd,6365 I 55 N,Jackson,MS,39213-9742,32.3959839,-90.1457703,Hinds County
Fayetteville,SWC Skibo Rd & Chasen Ridge,2056 Skibo Rd,Fayetteville,NC,28314-2245,35.055252,-78.9750812,Cumberland County
Johnson City,SEC N Roan & Broyles,2116 N Roan St,Johnson City,TN,37601-2535,36.3424833,-82.3739673,Washington County
Owensboro,SEC US 431 & Southtown Blvd,5151 Frederica St,Owensboro,KY,42301-7443,37.7170323,-87.1221587,Daviess County
Eastchase,SWC I-30 & Eastchase Pkwy,8550 East Fwy,Fort Worth,TX,76120-4414,32.7589223,-97.1680061,Tarrant County
Potomac Mills,NEC Prince Wlm Pkwy & Telegraph,2460 Prince William Pkwy,Woodbridge,VA,22192-4148,38.6548592,-77.2891556,Prince William County
Yakima,NWC Yakima Ave & I-82/US 97,12 N Fair Ave,Yakima,WA,98901-4520,46.6061639,-120.4903979,Yakima County
Hemet,SWC Florida Ave & Sanderson Av,3527 W Florida Ave,Hemet,CA,92545-3564,33.7472224,-117.0094403,Riverside County
Pineville,NEC US 521 & I-485,9531 South Blvd,Charlotte,NC,28273-6901,35.1083479,-80.8787465,Mecklenburg County
Bend,NWC Hwy 97 & Robal Lane,63435 N Highway 97,Bend,OR,97701-7802,44.1042119,-121.3009601,Deschutes County
San Dimas,SWC I-210 & Arrow Hwy,888 W Arrow Hwy,San Dimas,CA,91773-2495,34.1041016,-117.8237828,Los Angeles County
West Jordan,NWC 7000 South & Redwood Rd,6748 Redwood Rd,West Jordan,UT,84084-2403,40.6286816,-111.9411208,Salt Lake County
Las Cruces,NEC I-25 & Lohman,2541 E Lohman Ave,Las Cruces,NM,88011-8233,32.317939,-106.7442809,Do̱a Ana County
Midland,SWC Loop 250 & Midland Dr,4001 N Midland Dr,Midland,TX,79707-3534,32.0233644,-102.1448533,Midland County
SW Military Drive,SWC S Military Dr & Zarzamora,2810 SW Military Dr,San Antonio,TX,78224-1032,29.3555161,-98.5430117,Bexar County
Fredericksburg,NWC I-95 & Rte 3,1180 Carl D Silver Pkwy,Fredericksburg,VA,22401-4913,38.2999338,-77.5132589,
Plainfield,SEC US 40 & Shady Ln,2673 E Main St,Plainfield,IN,46168-2710,39.7158548,-86.3551836,Hendricks County
Joplin,NEC Range Line & 7th St,3151 E 7th St,Joplin,MO,64801-5581,37.0848818,-94.4736345,Jasper County
Tyler,SWC US 69 (Broadway) & S Town,7003 S Broadway Ave,Tyler,TX,75703-4737,32.2730991,-95.3095835,Smith County
Eastland,SEC 8 Mile Rd & Kelly Rd,18000 Vernier Rd,Harper Woods,MI,48225-1046,42.4474779,-82.9353531,Wayne County
Fayetteville,NWC Pavilion Pkwy & State 85,107 Pavilion Pkwy,Fayetteville,GA,30214-4098,33.481945,-84.4388742,Fayette County
Elizabethtown,SWC Ring Rd & Gloria Dei Dr,1631 Ring Rd,Elizabethtown,KY,42701-5470,37.7288167,-85.8799481,Hardin County
Jeffersontown,SWC Taylorsville & Hurstbourne,4640 Taylorsville Rd,Louisville,KY,40220-3530,38.2152116,-85.5951784,Jefferson County
Parma,NWC Ridge Rd & Regency,6850 Ridge Rd,Parma,OH,44129-5627,41.378104,-81.7361025,Cuyahoga County
Cuyahoga Falls,NWC Howe Ave & Buchholzer,449 Howe Ave,Cuyahoga Falls,OH,44221-4943,41.120957,-81.4773264,Summit County
Canton,NWC I-77 & Everhard Rd,5584 Dressler Rd NW,North Canton,OH,44720-7757,40.8620994,-81.431341,Stark County
Knoxville NW,NEC Clinton Hwy & Callahan,6670 Clinton Hwy,Knoxville,TN,37912-1016,36.0088408,-84.0216478,Knox County
Gainesville,SWC Skelton Rd & Shallowford,514 Shallowford Rd NW,Gainesville,GA,30504-4154,34.2900216,-83.8466718,Hall County
Bel-Air,SEC I-65 & Airport Blvd,3150 Bel Air Mall,Mobile,AL,36606-3203,30.6712327,-88.1203096,Mobile County
Town & Country,NWC Waters Ave & Veterans Expy,6295 W Waters Ave,Tampa,FL,33634-1100,28.028028,-82.5487952,Hillsborough County
North Sarasota,SEC Fruitville Rd & Honore Ave,5350 Fruitville Rd,Sarasota,FL,34232-6401,27.3360306,-82.4626919,Sarasota County
College Station,SWC Texas Ave & Holleman Dr,2100 Texas Ave S,College Station,TX,77840-3918,30.6101301,-96.3151339,Brazos County
Laredo,NEC I-35 & Del Mar Blvd W,7501 San Dario Ave,Laredo,TX,78045-7207,27.5697834,-99.4993976,Webb County
Harlingen,NWC Grant & Dixieland Rd,1002 Dixieland Rd,Harlingen,TX,78552-5913,26.1826367,-97.7222624,Cameron County
South Des Moines,SWC Army Post Rd & SE 14th St,1111 E Army Post Rd Ste 2204,Des Moines,IA,50315-5962,41.5226464,-93.602886,Polk County
Mason City,NWC Hwy 18 & Taft Ave,3450 4th St SW,Mason City,IA,50401-1572,43.1502967,-93.2528007,Cerro Gordo County
Marshfield,SEC McMillan St & Chestnut Ave,1708 N Central Ave,Marshfield,WI,54449-1514,44.6844819,-90.1636309,Wood County
Stevens Point,NEC Hwy 10 E & Maple Bluff Rd,5300 US Highway 10 E,Stevens Point,WI,54482-8551,44.524925,-89.5231615,Portage County
Oshkosh,NEC S Koeller St & W 20th Av,1900 S Koeller St,Oshkosh,WI,54902-6153,43.9987445,-88.5782208,Winnebago County
Fond du Lac,SWC Co Rd 55 & US Hwy 41,485 N Rolling Meadows Dr,Fond Du Lac,WI,54937-9784,43.7905739,-88.484336,Fond Du Lac County
Janesville,NWC Hwy 14 & Route 26,2017 Humes Rd,Janesville,WI,53545-0204,42.7225097,-88.9987272,Rock County
Rockford,NEC E State & Trainer Rd,6560 E State St,Rockford,IL,61108-2545,42.2703614,-88.9884674,Winnebago County
Panama City,NEC 23rd St & Cove Blvd,2340 Highway 77,Panama City,FL,32405-4404,30.1916494,-85.648693,Bay County
Brandon,SWC Brandon Blvd & Providence,187 Brandon Town Center Dr,Brandon,FL,33511-4754,27.9363231,-82.323624,Hillsborough County
Venice,NEC Jacaranda & US 41,4271 Tamiami Trl S,Venice,FL,34293-5131,27.0522673,-82.3910975,Sarasota County
Sawgrass,NWC W Sunrise Blvd & Flamingo Rd,12801 W Sunrise Blvd,Sunrise,FL,33323-4020,26.1491969,-80.324787,Broward County
Stuart,NWC Hwy 1 & Britt Rd,2650 NW Federal Hwy,Stuart,FL,34994-9318,27.2367697,-80.272092,Martin County
Bradenton,NWC US 41 & Bayshore Gardens,6150 14th St W,Bradenton,FL,34207-4622,27.4322772,-82.5784264,Manatee County
Ft Myers,SEC Daniels Rd & US 41,13711 S Tamiami Trl,Fort Myers,FL,33912-1649,26.5431797,-81.8695818,Lee County
Clinton Pointe,NEC Gratiot & Quinn,33860 S Gratiot Ave,Clinton Township,MI,48035-6115,42.5455421,-82.9025172,Macomb County
Northtown,NWC 85th & University Ave,8600 Springbrook Dr NW,Coon Rapids,MN,55433-6033,45.1272888,-93.2690741,Anoka County
Alexandria,NWC I-94 & Hwy 29,4404 Highway 29 S,Alexandria,MN,56308-2915,45.849943,-95.3905112,Douglas County
El Paso West,NEC I-10 & Sunland Park Dr,801 Sunland Park Dr,El Paso,TX,79912-5209,31.81877,-106.5465052,El Paso County
El Paso East,NWC George Dieter & Montwood,1901 George Dieter Dr,El Paso,TX,79936-3855,31.770053,-106.3057893,El Paso County
McAllen,SEC US 83 Expwy & McColl Rd,708 E Expressway 83,McAllen,TX,78503-1609,26.1860057,-98.2133459,Hidalgo County
Peoria North,SEC Bell Rd & 83rd Ave,8055 W Bell Rd,Peoria,AZ,85382-3806,33.6356242,-112.228186,Maricopa County
Las Vegas NW,NEC Cheyenne & Tenaya Way,3210 N Tenaya Way,Las Vegas,NV,89129-6239,36.2191094,-115.2490234,Clark County
Vacaville,SEC I-80 & Nut Tree Rd,3000 Harbison Dr,Vacaville,CA,95687-3909,38.360994,-121.9612658,Solano County
Livermore,SWC 1st St & I-580,4300 Las Positas Rd,Livermore,CA,94551-9641,37.7013181,-121.7468402,Alameda County
Kennewick,SEC Columbia Ctr & Quinault,1106 N Columbia Center Blvd,Kennewick,WA,99336-1161,46.2215492,-119.2213427,Benton County
Scottsbluff,NEC Hwy 26 & 14th Ave,1401 Frontage Rd,Scottsbluff,NE,69361-2773,41.8702247,-103.6425345,Scotts Bluff County
Roswell,SEC N Main St & Wilshire Blvd,2725 N Main St,Roswell,NM,88201-6512,33.4274961,-104.5212964,Chaves County
Vernon Hills,SWC Fairway Dr & Rte 60,313 E Townline Rd,Vernon Hills,IL,60061-1555,42.2387549,-87.9570835,Lake County
Elgin,SWC US 20 (Lake) & Randall Rd,300 S Randall Rd,Elgin,IL,60123-5525,42.0258662,-88.3420981,Kane County
West Schaumburg,SWC Schaumburg & Barrington Rd,2621 W Schaumburg Rd,Schaumburg,IL,60194-3894,42.0229635,-88.1465591,Cook County
Glendale Heights,SEC Army Trail Rd & Schmale,175 W Army Trail Rd,Glendale Heights,IL,60139-1971,41.9370035,-88.0994102,Dupage County
Melrose Park,SEC North Ave & 9th,850 W North Ave,Melrose Park,IL,60160-1611,41.9051059,-87.8435977,Cook County
Wheaton,NEC Roosevelt & County Farm Rd,601 S County Farm Rd,Wheaton,IL,60187-4529,41.8590761,-88.1395231,Dupage County
Batavia,NWC Randall Rd & McKee,115 N Randall Rd,Batavia,IL,60510-9209,41.8522629,-88.3426804,Kane County
Naperville,NEC Rte 59 & Jefferson,1951 W Jefferson Ave,Naperville,IL,60540-3914,41.7713918,-88.2031338,Dupage County
Bedford Park,NWC Cicero Ave & 73rd,7100 S Cicero Ave,Chicago,IL,60629-5813,41.7629685,-87.742872,Cook County
Orland Park,NEC LaGrange Rd & 159th,15850 S 94th Ave,Orland Park,IL,60462-4725,41.602907,-87.8505351,Cook County
Hodgkins,SEC Joliet Rd & LaGrange,9250 Joliet Rd,Hodgkins,IL,60525-4162,41.7809798,-87.8594603,Cook County
Tallahassee,NWC Apalachee & Paul Russell,2120 Apalachee Pkwy,Tallahassee,FL,32301-4819,30.4329989,-84.2445337,Leon County
Lake Mary,SWC Lake Mary Blvd & Greenwood,4155 W Lake Mary Blvd,Lake Mary,FL,32746-2410,28.754256,-81.3483881,Seminole County
Virginia,NEC 12th Ave & Hwy 53,1001 13th St S,Virginia,MN,55792-3254,47.5111644,-92.5491344,St Louis County
Aberdeen,SEC Hwy 12 & Lemont St,3316 7th Ave SE,Aberdeen,SD,57401-6639,45.4570715,-98.440256,Brown County
El Paso Central,NEC I-10 & Paisano Dr,6001 W Gateway Blvd,El Paso,TX,79925-3416,31.7835001,-106.414297,El Paso County
West Las Vegas,SEC Spring Mountain & Rainbow,3550 S Rainbow Blvd,Las Vegas,NV,89103-1004,36.1246096,-115.2409773,Clark County
Westridge,SEC 75th Ave & Virginia Ave,7409 W Virginia Ave,Phoenix,AZ,85035-1336,33.4756859,-112.2180274,Maricopa County
Rohnert Park,SWC Rohnert Park Expy & Redwood,475 Rohnert Park Expy W,Rohnert Park,CA,94928-7907,38.3462064,-122.7202282,Sonoma County
Lodi,NEC Kettleman & Sacramento Rd,2355 W Kettleman Ln,Lodi,CA,95242-4120,38.1175307,-121.3033804,San Joaquin County
Tucson NW,SWC Ina Rd & Thornydale Rd,3901 W Ina Rd,Tucson,AZ,85741-2206,32.3356638,-111.0486852,Pima County
Tucson NE,NWC Kolb Rd & Tanque Verde Rd,6500 E Grant Rd,Tucson,AZ,85715-3801,32.2487563,-110.852927,Pima County
Norfolk,NEC Center Dr & Market Lane,1510 Market Ln,Norfolk,NE,68701-7328,42.0182421,-97.4302383,Madison County
Kearney,NWC 48th St & 2nd Ave,4800 3rd Ave,Kearney,NE,68845-2892,40.7220502,-99.0862512,Buffalo County
Houston NW,NEC US 290 & Hollister Rd,13250 Northwest Fwy,Houston,TX,77040-6003,29.8491707,-95.5023268,Harris County
Watertown,SEC 19th St & Hwy 212,2000 9th Ave SE,Watertown,SD,57201-5352,44.8882194,-97.083772,Codington County
Burlington,NWC Hwy 34 & Gear St,525 S Gear Ave,West Burlington,IA,52655-1031,40.8211158,-91.1724645,Des Moines County
Buffalo,SEC Hwy 55E & CSAH # 34,1300 State Highway 55 NE,Buffalo,MN,55313-4321,45.1647252,-93.8551479,Wright County
Chanhassen,NEC Hwy 5 & Powers Blvd,851 W 78th St,Chanhassen,MN,55317-9579,44.8613592,-93.5423339,Carver County
Menomonee Falls,SEC Appleton & County Rd Q,N95 W 17707 Shady Ln,Menomonee Falls,WI,53051-8012,43.189095,-88.1295311,Waukesha County
Delafield,SWC Hwy 83 & I-94,2553 Sun Valley Dr,Delafield,WI,53018-2333,43.0510383,-88.3774286,Waukesha County
Gurnee,SWC Hunt Club Rd & Grand Ave,6601 Grand Ave,Gurnee,IL,60031-4591,42.3829715,-87.9662395,Lake County
Woodridge,SWC 75th St & Dunham,2333 63rd St,Woodridge,IL,60517-1300,41.7704081,-88.0387096,Dupage County
Bolingbrook,NEC Boughton Rd & Naperville,1188 W Boughton Rd,Bolingbrook,IL,60440-1508,41.7053338,-88.121944,Will County
Crestwood,SWC Cicero & Cal Sag Rd,5071 Cal Sag Rd,Crestwood,IL,60445-1458,41.6568513,-87.7464206,Cook County
Lake County,SWC US 30 & Colorado Str,2661 E US Highway 30,Merrillville,IN,46410-5898,41.4689513,-87.3033499,Lake County
Peoria,NWC Hwy 150 & Glen Ave,5001 N Big Hollow Rd,Peoria,IL,61615-3538,40.7504741,-89.6362281,Peoria County
West Livonia,SWC 8 Mile Rd & I-96/275,20100 Haggerty Rd,Livonia,MI,48152-1087,42.4343334,-83.4308707,Wayne County
Ocala,NEC College Rd & 17th St,2000 SW College Rd,Ocala,FL,34471-3020,29.1742943,-82.1567108,Marion County
Orange City,NEC Enterprise Rd & Saxon,2575 Enterprise Rd,Orange City,FL,32763-7960,28.9163608,-81.2923796,Volusia County
Cityplace Market,NEC US 75 & Lemmon,2417 N Haskell Ave,Dallas,TX,75204-3707,32.8037747,-96.7915365,Dallas County
Grapevine,SEC Hwy 26 & Hwy 114,1101 Ira E Woods Ave,Grapevine,TX,76051-4020,32.9308082,-97.0890106,Tarrant County
Hollywood,NEC Hollywood Blvd & Park Rd,3251 Hollywood Blvd,Hollywood,FL,33021-6904,26.0139282,-80.1739903,Broward County
Fort Dodge,NEC 1st Ave & 25th St,2910 1st Ave S,Fort Dodge,IA,50501-2972,42.5065969,-94.1569195,Webster County
Lincoln South,NEC Hwy 2 & S 56th,5330 S 56th St,Lincoln,NE,68516-1833,40.7599154,-96.6408752,Lancaster County
